127.0.0.1; 26/Oct/2015:00:00:01 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+20%3A59%3A07.641&campaign=&country_code=ES&city=None&ip_address=95.23.180.153&language=espa%3Fol&device_name=&device_type=Lenovo%3A%3ATab2A7-10F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:50 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.592&campaign=&country_code=US&city=None&ip_address=198.229.1.175&language=espa%3Fol&device_name=&device_type=Huawei%3A%3ABucare+Y330-U05&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:50 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A07.059&campaign=&country_code=NG&city=Lagos&ip_address=41.220.68.247&language=English&device_name=&device_type=InnJoo%3A%3AFire&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:50 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A09.830&campaign=&country_code=SK&city=None&ip_address=85.237.234.167&language=sloven%3Fina&device_name=&device_type=Prestigio%3A%3APMT5287_4G&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:50 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A18.740&campaign=&country_code=US&city=Baltimore&ip_address=66.87.82.166&language=English&device_name=&device_type=samsung%3A%3ASM-G360P&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:50 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A11%3A54.270&campaign=&country_code=FR&city=Marles-les-mines&ip_address=81.66.89.217&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-G901F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:52 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A50.799&campaign=&country_code=TR&city=Dogan&ip_address=94.122.104.193&language=T%3Frk%3Fe&device_name=&device_type=lge%3A%3ALG-D855&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:56 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A54.682&campaign=&country_code=BR&city=None&ip_address=187.182.138.62&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AXT918&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:56 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A11%3A56.128&campaign=&country_code=TR&city=Istanbul&ip_address=178.240.225.203&language=T%3Frk%3Fe&device_name=&device_type=google%3A%3AGeneral+Mobile+4G&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:56 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A55.259&campaign=&country_code=SK&city=Bratislava&ip_address=158.195.214.27&language=sk-SK&device_name=iPhone+u%3F%3Fvate%3Fa+M%3Fria+Habov%3F&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:57 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A18.031&campaign=&country_code=CL&city=None&ip_address=190.22.119.116&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I9060L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:57 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A55.184&campaign=&country_code=BR&city=None&ip_address=191.247.227.28&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G530H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:57 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A54.661&campaign=&country_code=NO&city=None&ip_address=93.179.28.188&language=norsk+bokm%3Fl&device_name=&device_type=Sony%3A%3AD5803&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:57 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A09.858&campaign=&country_code=IR&city=Yazd&ip_address=37.156.117.219&language=%3F%3F%3F%3F%3F&device_name=&device_type=samsung%3A%3AGT-P5100&app_version=4.10.3&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:57 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A07.323&campaign=&country_code=BR&city=None&ip_address=200.196.136.78&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G800H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A21.948&campaign=&country_code=BR&city=None&ip_address=187.109.30.246&language=portugu%3Fs&device_name=&device_type=lge%3A%3ALG-D385&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A25.032&campaign=&country_code=TR&city=None&ip_address=37.154.38.62&language=T%3Frk%3Fe&device_name=&device_type=GM%3A%3ADiscovery&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.955&campaign=&country_code=ZA&city=Sedgefield&ip_address=105.225.34.84&language=English&device_name=&device_type=Sony%3A%3AD5103&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A10.998&campaign=&country_code=MA&city=None&ip_address=105.141.235.229&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-J100H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A11%3A38.990&campaign=&country_code=ZA&city=Pretoria&ip_address=196.215.157.6&language=English&device_name=&device_type=samsung%3A%3AGT-N8020&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A05.614&campaign=&country_code=FR&city=None&ip_address=80.12.39.54&language=fran%3Fais&device_name=&device_type=samsung%3A%3AGT-I9505&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A01.060&campaign=&country_code=DE&city=Gelsenkirchen&ip_address=37.24.156.84&language=Deutsch&device_name=&device_type=samsung%3A%3ASM-G920F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A11.194&campaign=&country_code=MX&city=Mexico&ip_address=189.204.178.238&language=espa%3Fol&device_name=&device_type=ZTE%3A%3ABlade+L2+Plus&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A12.853&campaign=&country_code=US&city=Grants+Pass&ip_address=66.189.147.154&language=en-US&device_name=Owner%3Fs+iPhone&device_type=iPhone7%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:58 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A19.685&campaign=&country_code=DE&city=Marl&ip_address=84.61.44.250&language=Deutsch&device_name=&device_type=WIKO%3A%3AWAX&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A19.882&campaign=&country_code=AR&city=Buenos+Aires&ip_address=181.44.175.134&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASM-J700M&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A07.833&campaign=&country_code=RU&city=Moscow&ip_address=90.155.138.90&language=ru-RU&device_name=iPhone&device_type=iPhone5%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A20.479&campaign=&country_code=CL&city=Santiago&ip_address=190.47.222.231&language=espa%3Fol&device_name=&device_type=entel%3A%3AA9&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A19.887&campaign=&country_code=GB&city=London&ip_address=188.29.164.125&language=en-GB&device_name=charles%27s+iPhone&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A24.835&campaign=&country_code=SE&city=None&ip_address=83.185.89.98&language=English&device_name=&device_type=samsung%3A%3AGT-I9305N&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:12:59 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A11%3A56.167&campaign=&country_code=MX&city=None&ip_address=187.170.61.34&language=es-MX&device_name=iPhone+de+Araceli+Bello&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:00 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A11%3A58.184&campaign=&country_code=RU&city=Saratov&ip_address=5.167.154.169&language=ru-RU&device_name=iPhone5&device_type=iPhone5%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:00 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A25.032&campaign=&country_code=ES&city=None&ip_address=176.83.71.133&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASM-J100H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:00 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A25.458&campaign=&country_code=RU&city=Samara&ip_address=85.26.235.135&language=T%3Frk%3Fe&device_name=&device_type=samsung%3A%3AGT-I9300&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:00 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A19.984&campaign=&country_code=DE&city=None&ip_address=176.0.58.94&language=English&device_name=&device_type=htc%3A%3AHTC+One+mini+2&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:01 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A19.417&campaign=&country_code=NL&city=None&ip_address=163.158.164.21&language=Nederlands&device_name=&device_type=samsung%3A%3ASM-T800&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:01 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A16.927&campaign=&country_code=DK&city=None&ip_address=176.21.35.158&language=da-DK&device_name=iPad&device_type=iPad5%3B3&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A13.056&campaign=&country_code=CO&city=Medell%3Fn&ip_address=190.248.73.140&language=espa%3Fol&device_name=&device_type=alps%3A%3ABLU+STAR4.0&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.169&campaign=&country_code=CL&city=None&ip_address=179.8.248.71&language=espa%3Fol&device_name=&device_type=TCT%3A%3AALCATEL+ONE+TOUCH+5036A&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.510&campaign=&country_code=AR&city=None&ip_address=181.29.105.172&language=espa%3Fol&device_name=&device_type=lge%3A%3ALG-D390AR&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A09.142&campaign=&country_code=US&city=None&ip_address=172.72.74.218&language=English&device_name=&device_type=MetroPCS%3A%3ALGMS631&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A59.253&campaign=&country_code=BR&city=None&ip_address=189.84.86.79&language=portugu%3Fs&device_name=&device_type=asus%3A%3AASUS_T00J&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A03.919&campaign=&country_code=CR&city=Santa+Ana&ip_address=186.96.91.214&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASAMSUNG-SGH-I717&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.700&campaign=&country_code=RS&city=Belgrade&ip_address=93.86.139.201&language=%3F%3F%3F%3F%3F%3F&device_name=&device_type=ZTE%3A%3AZTE+Blade+Q&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:02 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A19.218&campaign=&country_code=FR&city=Saint-brieuc&ip_address=82.245.243.54&language=fr-FR&device_name=iPhone+de+Axel&device_type=iPhone4%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:03 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A28.590&campaign=&country_code=IT&city=None&ip_address=91.253.194.171&language=italiano&device_name=&device_type=samsung%3A%3ASM-G800F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:03 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A23.717&campaign=&country_code=FR&city=None&ip_address=188.7.146.62&language=fran%3Fais&device_name=&device_type=Sony%3A%3AD2203&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:03 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A57.748&campaign=&country_code=SK&city=None&ip_address=95.102.173.166&language=sloven%3Fina&device_name=&device_type=samsung%3A%3AGT-I9195&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:03 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A14.673&campaign=&country_code=US&city=Brooklyn&ip_address=208.54.37.152&language=en-US&device_name=iPhone&device_type=iPhone8%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:04 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A15.921&campaign=&country_code=RU&city=None&ip_address=31.173.84.113&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=Prestigio%3A%3APSP7505DUO&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:04 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A04.534&campaign=&country_code=MX&city=Monterrey&ip_address=187.161.80.14&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASM-T110&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:06 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A13%3A03.430&campaign=&country_code=HU&city=None&ip_address=37.76.95.136&language=hu-HU&device_name=Adri%3Fn+iPhone+k%3Fsz%3Fl%3Fke&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A07.688&campaign=&country_code=MX&city=Mexico&ip_address=187.189.245.133&language=es&device_name=Feirax+Plus&device_type=iPhone7%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A10.001&campaign=&country_code=BR&city=None&ip_address=186.232.162.79&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AXT1097&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A09.877&campaign=&country_code=US&city=None&ip_address=174.23.29.16&language=en-US&device_name=Paula%27s+iPad&device_type=iPad3%3B4&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A17.693&campaign=&country_code=BR&city=None&ip_address=138.255.194.71&language=pt&device_name=iPhone+de+Fernanda&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A09.656&campaign=&country_code=BR&city=None&ip_address=189.101.234.36&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-S5312B&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:07 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A13%3A06.795&campaign=&country_code=BR&city=None&ip_address=179.228.144.35&language=portugu%3Fs&device_name=&device_type=TCL%3A%3A6039J&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:08 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A34.033&campaign=&country_code=HU&city=None&ip_address=84.0.24.122&language=magyar&device_name=&device_type=lge%3A%3ALG-D505&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:08 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A33.162&campaign=&country_code=TR&city=Istanbul&ip_address=188.58.107.142&language=T%3Frk%3Fe&device_name=&device_type=lge%3A%3ALG-H525&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:08 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A21.441&campaign=&country_code=BR&city=None&ip_address=186.219.0.133&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AXT1069&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:08 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A34.515&campaign=&country_code=MA&city=None&ip_address=160.176.24.29&language=English&device_name=&device_type=samsung%3A%3ASM-G350E&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:09 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A13%3A05.776&campaign=&country_code=ES&city=None&ip_address=37.29.220.215&language=espa%3Fol&device_name=&device_type=bq%3A%3AAquaris+E5+HD&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:09 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A13%3A08.040&campaign=&country_code=GB&city=Caerphilly&ip_address=2.100.120.225&language=polski&device_name=&device_type=htc%3A%3AHTC+One+X&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:11 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A25.013&campaign=&country_code=RU&city=None&ip_address=5.141.225.197&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=DNS%3A%3ADNS+S4010&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:11 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A33.984&campaign=&country_code=IT&city=Termoli&ip_address=79.35.181.229&language=italiano&device_name=&device_type=samsung%3A%3AGT-P5210&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:11 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A25.366&campaign=&country_code=DZ&city=None&ip_address=105.99.39.35&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-T315&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:11 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A38.433&campaign=&country_code=US&city=Middletown&ip_address=98.28.187.25&language=English&device_name=&device_type=htc%3A%3AHTC+One&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:12 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A34.332&campaign=&country_code=BR&city=None&ip_address=177.82.168.46&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9192&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:13 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A21.670&campaign=&country_code=UA&city=Kiev&ip_address=77.52.153.183&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=samsung%3A%3ASGH-M919&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:13 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A37.798&campaign=&country_code=US&city=Philadelphia&ip_address=166.171.58.182&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASAMSUNG-SGH-I527&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:13 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A12%3A30.822&campaign=&country_code=GB&city=London&ip_address=217.138.10.28&language=en&device_name=iPhone+Simulator&device_type=x86_64&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:14 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A26.793&campaign=&country_code=BR&city=None&ip_address=177.128.233.223&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G7102T&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:14 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A34.278&campaign=&country_code=US&city=None&ip_address=216.4.56.147&language=espa%3Fol&device_name=&device_type=lge%3A%3ALG-H343&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:14 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A32.112&campaign=&country_code=ES&city=None&ip_address=212.231.170.125&language=espa%3Fol&device_name=&device_type=HUAWEI%3A%3AHUAWEI+GRA-L09&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:14 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A12%3A24.207&campaign=&country_code=BR&city=None&ip_address=177.112.229.244&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G3502L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:13:14 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A13%3A12.884&campaign=&country_code=BR&city=None&ip_address=177.202.43.2&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G530BT&app_version=4.16.2&media_source= ; -
